"Trade flow","Year","Period","Tariff heading","Key","Key - text","Land","Quantity (kg)","Value (CHF)"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","122'580","6'550'697'692"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","_ALL","12'089","471'676'383"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Zimbabwe","38","2'116'212"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uzbekistan","1'000","53'351'976"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Uzbekistan","1'433","76'887'706"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","6'882","264'251'115"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","53'827","2'982'569'097"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","USA","65'243","3'576'234'881"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","USA","1'335","46'860'770"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Uruguay","12","654'398"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","15","778'646"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","1'013","55'721'206"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","10'739","570'861'687"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","United Kingdom","251","8'309'523"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Turkey","50","2'650'111"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Turkey","789","42'469'481"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Thailand","25","1'342'840"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","2'706","79'388'234"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Taiwan","137","7'607'503"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","267","6'866'490"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Sweden","108","6'068'860"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Sweden","37","2'016'547"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Sweden","17","694'358"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","5'377","275'268'143"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","333","7'774'882"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Spain","263","14'256'547"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Spain","133","5'572'729"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","8'499","468'037'674"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","18'500","1'016'708'696"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","671","36'761'936"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","1'388","73'443'512"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Singapore","185","8'922'311"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","2'493","123'409'443"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","1'541","58'161'740"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","701","38'547'547"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Russia","6'384","348'689'501"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Romania","15","473'760"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Romania","107","3'549'129"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Poland","451","24'433'126"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","6'138","121'246'901"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Philippines","3'185","175'366'067"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Philippines","32'748","1'796'049'187"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","48'686","458'097'541"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","793","43'392'819"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Peru","59","3'126'717"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Panama","55","2'084'331"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Panama","181","6'745'734"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","437","23'617'928"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nigeria","940","49'363'363"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","5'166","47'156'431"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Nicaragua","37","471'074"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Netherlands","25","1'347'415"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","99","3'951'733"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","5'972","281'730'045"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","8'782","145'125'554"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Mexico","761","40'495'640"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Mexico","2'481","133'886'663"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Mexico","811","23'109'662"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mauritania","1'572","79'958'189"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","5'533","272'011'582"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Malaysia","91","4'875'044"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Malaysia","13","716'025"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Malaysia","193","8'837'659"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Luxembourg","15","658'490"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","2'345","108'562'190"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","40","2'188'294"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Laos","1'426","11'294'711"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Kyrgyzstan","138","7'576'844"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","68","3'620'281"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Kazakhstan","11'613","626'814'651"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Kazakhstan","17'555","956'712'583"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","3'074","171'435'024"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Japan","4'962","268'281'890"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","1'315","70'303'360"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Italy","2'651","143'265'640"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Italy","1'634","65'589'116"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Ireland","21","1'233'689"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Hong Kong","75","4'080'778"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","3'145","174'880'530"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","10'741","580'025'936"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","1'512","72'626'099"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","15'177","713'376'859"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Germany","1","27'758"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","3'642","184'663'789"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Germany","501","27'694'917"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Germany","5'064","158'420'073"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","616","18'188'498"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","4'275","235'280'865"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","France","10","570'000"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","France","446","13'749'855"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","2'217","107'916'279"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","1'602","87'869'479"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Estonia","18","974'274"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Estonia","4","209'886"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","9'714","532'784'099"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","2'081","81'238'332"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","21'618","310'264'527"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","10'251","361'925'948"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","711","32'485'992"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","China","138","7'365'616"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","China","1","17'381"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","30'842","162'036'042"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","9'043","334'611'048"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","12'643","674'709'962"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Canada","30'722","1'659'411'731"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Canada","326","12'933'692"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","14'754","682'174'284"
"IMP","2022","_03_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","2'868","114'965'130"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Brazil","2'987","160'300'069"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Brazil","1'288","69'716'796"
"IMP","2022","_03_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","73","4'004'581"
"IMP","2022","_03_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","9","531'861"
"IMP","2022","_03_quarter","7108.1200","914","less than 99.5% of gold","Belgium","132","5'429'303"
